Price,Rooms,Area,Stage,Location,Description,Stage description
423.40,2,58.00,2,Poznań Wilda ul. Kosińskiego,WYSOKI STANDARD! GOTOWE DO WPROWADZENIA! OCHRONA! Polecam na sprzedaż komfortowy APARTAMENT 2-pokojowy usytuowany na 2 piętrze budynku przy ul. Kosińskiego (Wilda) o powierzchni 58m2. Nowoczesny budynek wybudowany z silikatu w 2012 roku z..., drugie piętro 
284.04,2,52.00,1,Poznań Łazarz,Polecamy na sprzedaż 2-pokojowe mieszkanie na I piętrze w ścisłym centrum Poznania w całkowicie zrewitalizowanej kamienicy! Powierzchnia 52 6m2. Całość została odnowiona wszystkie instalacje nowe okna nowe drewniane nawiązujące do pierwotnego...,pierwsze piętro
339.00,2,73.00,4,Poznań Centrum ul. Bukowska Zwierzyniecka Zeylanda,Polecam na sprzedaż mieszkanie usytuowane w kamienienicy z windą przy ul. Bukowskiej. OFERTA W PROGRAMIE MDM! ZADZWOŃ I ZAPYTAJ O SZCZEGÓŁY DOFINANSOWANIA! *Przykładowa dopłata MDM: *Dopłata dla osób nieposiadających dzieci wynosi 26 930 zł!...,czwarte piętro
175.00,1,31.00,10,Poznań Grunwald,Zapraszam do zapoznania się z ofertą sprzedaży atrakcyjnego mieszkania ! Oferta dotyczy 1-pokojowego mieszkania na 10 piętrze w 11 piętrowym bloku o pow. 31 m2. Mieszkanie składa się z: - pokoju (19 5 m2); - przedpokoju (2 m;2) - kuchni (6 5...,dziesiąte piętro
278.13,2,47.33,2,Poznań Centrum ul. Garbary,Jasne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Centrum. Dwa pokoje z aneksem kuchennym okna wychodzące na południe; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - wylewka..., drugie piętro 
285.00,3,53.50,3,Poznań Poznań-Nowe Miasto ul. Os. Czecha,Bardzo ładne mieszkanie 3 pokojowe z oddzielną kuchnią z oknem. Piękny widok z balkonu typu loggia. Mieszkanie ustawne i funkcjonalne. Mieszkanie o powierzchni 53 5m2 na poznańskich Ratajach. W niskim ocieplonym budynku na 3 piętrze. Mieszkanie..., trzecie
399.00,3,64.50,3,Poznań Stare Miasto Piątkowo ul. Mateckiego,Polecam mieszkanie na Piątkowie o wysokim standarcie wykończenia. Główne atuty nieruchomości: • cicha i spokojna okolica • wysoki standard wykończeń • bliskość terenów zielonych Nieruchomość złożona z: • pokój 20 m.kw • pokój 11 m.kw • pokój..., trzecie
368.00,4,66.00,1,Poznań Grunwald Górczyn,4 POKOJOWE MIESZKANIE W STANIE DEWELOPERSKIM W KREDYCIE MDM. W stanie deweloperskim otrzymacie Państwo: - drzwi antywłamaniowe; - ściany i sufity tynk gipsowy zatarty na gładko ściany pomalowane na biało; - posadzki betonowe zatarte na gładko;...,pierwsze piętro
285.00,2,50.00,1,Poznań Piątkowo ul. Sobieskiego,Mieszkanie 2 pokojowe 50 m2 na wysokim parterze w 3 – piętrowym bloku na Os. Sobieskiego na Piątkowie. Lokalizacja w pobliżu szybkiego tramwaju i dworca autobusowego - 5-7min spacerem. Parking osiedlowy oraz prywatny bardzo blisko bloku...,pierwsze piętro
349.00,4,71.00,11,Poznań Piątkowo,Polecam na sprzedaż mieszkanie 4 pokojowe (71m2). Lokal znajduje się na jednym z osiedli na Piątkowie jest to doskonała lokalizacja pod względem infrastruktury (przedszkole szkoły przychodnie sklepy parkingi); jak również komunikacyjnym...,jedenaste piętro
339.00,3,53.44,4,Poznań Naramowice ul. Karpia,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskich Naramowicach przy ul. Karpia. Na 53 44 m2 skaładają się 3 pokoje w tym jeden z aneksem kuchennym o powierzchni: 17.3 11.8 8.3 metrów kwadratowych (łazienka: 5.1 metra) ...,czwarte piętro
207.00,2,38.00,3,Poznań Jeżyce ul. Janickiego,aktualne 26.10.2015r Jeżyce ok. Dąbrowskiego -Przybyszewskiego -jedna z bocznych spokojnych ulic-do sprzedaży mieszkanie 2 pokojowe 38 mkw położone na trzecim piętrze w niskim bloku. Budynek zadbany wybudowany z cegły około 1965roku.Doskonała..., trzecie
525.41,3,64.00,3,Poznań Grunwald ul. Heweliusza 3,W sprzedaży oferujemy mieszkanie na terenie nowego osiedla na poznańskim Grunwaldzie u zbiegu ul. Palacza i Heweliusza. Na metraż mieszkania składają się 3 samodzielne pokoje osobna kuchnia łazienka oraz przedpokój. Do mieszkania przynależy..., trzecie
315.00,3,63.10,3,Poznań Piątkowo ul. Piątkowo Osiedle Stefana Batorego Moras,OFERTA LICENCJONOWANEGO POŚREDNIKA - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Polecam na sprzedaż słoneczne ustawne 3 pokojowe mieszkanie w doskonałej lokalizacji- Piątkowo Osiedle Batorego ( w okolicach kościoła) Mieszkanie o..., trzecie
445.00,3,61.00,3,Poznań Stare Miasto Piątkowo ul. Osiedle Stefana Batorego,Polecam ładne mieszkanie o pow. 61 m2 z balkonem i piwnicą w bloku z cegły z 2006 roku PIĄTKOWO!! Główne atuty nieruchomości: • bliskość komunikacji miejskiej • rozkład pomieszczeń • w pełni wykończony lokal Nieruchomość złożona z: •..., trzecie
240.00,3,62.90,4,Poznań Głuszyna ul. Głuszyna,Przestronne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Głuszyna. Trzy pokoje okna wychodzące na północ południe; widok na las. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe PCV ...,czwarte piętro
249.00,2,51.00,3,Poznań Wilda,| Na sprzedaż funkcjonalne mieszkanie 2 pokojowe 51m2 z balkonem na 3 piętrze w pięknej zrewitalizowanej kamienicy po kapitalnym remoncie przy ulicy Umińskiego na Wildzie w Poznaniu. FORMA PRAWNA: pełna własność lokalu z księga wieczystą i..., trzecie
315.00,3,51.00,3,Poznań Winogrady Sołacz Jeżyce ul. Niestachowska Wojska Polskiego,Gorąco polecam poddaszowe komfortowo wykończone mieszkanie w doskonałej lokalizacji na Sołaczu w Poznaniu. OPIS MIESZKANIA: Mieszkanie wyremontowane o wysokim standardzie wykończenia trzypokojowe na Sołaczu o powierzchni użytkowej 51 m2 ..., trzecie
369.00,5,104.63,1,Poznań Łazarz ul. Łukaszewicza,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI POLECAM NA SPRZEDAŻ MIESZKANIE W POZNANIU Przestronne i funkcjonalne 5 pokojowe mieszkanie o powierzchni 104 63 m2 położone na wysokim parterze w odnowionej kamienicy przy...,pierwsze piętro
298.00,2,61.00,4,Poznań Wilda,Polecamy na sprzedaż 2 pokojowe mieszkanie o powierzchni 61 5 m2 położone na 4 pietrze z widokiem na Łęgi Dębińskie Warte Osiedle Młodych - Rataje . Przestronne słoneczne mieszkanie w bloku w Poznaniu w dzielnicy Wilda róg Czajcza -...,czwarte piętro
168.00,2,38.00,3,Poznań Jeżyce Centrum ul. Kassyusza Galla Anonima Poddasza,Na sprzedaż NOWOCZESNE I FUNKCJONALNE dwupokojowe mieszkanie położone w Poznaniu - Jeżyce ul. Kassyusza. Lokal o powierzchni około 38 mkw (użytkowa 26 7) mkw na poddaszu 3 piętowego budynku z cegły. ROZKŁAD POMIESZCZEŃ: pokój z aneksem kuchennym ..., trzecie
329.00,4,71.70,2,Poznań Nowe Miasto ul. Os. Przemysława,Polecam na sprzedaż mieszkanie 4 pokojowe o powierzchni 71 70m2 położone na 2 piętrze w 4 piętrowym bloku z cegły z 1995 roku na osiedlu Przemysława. Blok ocieplony z nową elewacją. Mieszkanie w układzie NIEZALEŻNYM: - salon o powierzchni..., drugie piętro 
295.00,3,64.00,4,Poznań Jeżyce Centrum ul. Galla Anonima,Galla 3 pokoje 295tyś 64 2mkw po częściowym remoncie budynek z lat 90 balkon.. Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego przy ulicy Galla (Poznań-Jeżyce) . Lokalizacja zapewnia bardzo dobrą i szybką komunikację z...,czwarte piętro
350.00,3,51.00,1,Poznań Naramowice Piątkowo Winogrady ul. Rubież,Oferuję na sprzedaż bardzo ładne na Naramowicach przy ul. Rubież. Mieszkanie położone na I piętrze trzypiętrowego budynku na osiedlu strzeżonym. Na powierzchnię mieszkania 51 m2 składają się: 3 pokoje w tym jeden z aneksem kuchennym korytarz i...,pierwsze piętro
165.00,1,29.00,1,Poznań Łazarz,Oferta Licencjonowanego Pośrednika - Gwarancją Bezpiecznej Transakcji Kawalerka o pow. ok. 30 m2 w stanie deweloperskim po kapitalnym remoncie odnowione położona na parterze w kamienicy z lat 60-tych w dzielnicy Łazarz. Mieszkanie usytuowane...,pierwsze piętro
215.00,1,33.00,1,Poznań Centrum Stare Miasto ul. Rybaki Półwiejska Kwiatowa,Idealna lokalizacja! Blisko Starego Browaru. Ścisłe Centrum miasta! Cena do negocjacji! Bardzo dobra lokalizacja blisko wiele uczelni wyższych przystanków komunikacji miejskiej oraz terenów zielonych. Zapraszam do zapoznania się z ofertą...,pierwsze piętro
160.00,1,21.00,2,Poznań Jeżyce Jeżyce,6 6 3 - 7 8 3 - 4 4 4 == == == == == Zachęcam do zapoznania się z ofertą sprzedaży kawalerek na poznańskich Jeżycach. W kamienicy po całkowitej rewitalizacji cieplik miejski! Dostępne mieszkania: 1) 21m2 - stan: pod klucz - 160 000zł..., drugie piętro 
349.00,3,57.00,1,Poznań Piątkowo ul. Batorego,Polecam na sprzedaż bardzo ładne nowoczesne mieszkanie 3 -pokojowe z tarasem na wysokim parterze w budynku wybudowanym z cegły w 2006 r na Piątkowie Os. Batorego ( nowa część) o powierzchni 57 m 2 Mieszkanie posiada funkcjonalny rozkład...,pierwsze piętro
245.00,2,54.00,2,Poznań Grunwald Ogrody Jeżyce Centrum ul. Husarska,Mieszkanie 2 pokojowe w niskim bloku z cegły. Ciepłe funkcjonalne przytulne mieszkanie na 2 piętrze w niskim bloku trzy piętrowym z cegły - dzielnica Grunwald okolice ulic Husarska Cześnikowska Rycerska. Powierzchnia całkowita mieszkania..., drugie piętro 
420.00,4,107.10,2,Poznań Centrum Stare Miasto Garbary Świetna Lo ul. Garbary,CENTRUM STARE MIASTO ULICA GARBARY - MIESZKANIE 4 POKOJOWE O POWIERZCHNI 107 10 m2 położone na II piętrze odnowionej KAMIENICY Z POCZĄTKU XX wieku. Mieszkanie składa się z 4 POKOI: Dwa większe pokoje: - POKÓJ 1 - 25 m2 - od strony..., drugie piętro 
204.81,1,32.51,5,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania,piąte piętro
288.00,3,75.00,4,Poznań Łazarz ul. Grottgera,!!! SUPER OKAZJA!!! 3 POKOJOWE MIESZKANIE NA ŁAZARZU!!! Dodatkowo: Kuchnia łazienka pomieszczenie strychowe (możliwość przerobienia np na pokój) korytarz + pomieszczenie piwnicze. Ogrzewanie gazowe ( centralne piec dwu-funkcyjny) oraz w...,czwarte piętro
312.85,3,48.40,1,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,pierwsze piętro
276.00,2,41.11,4,Poznań Wilda Dębiec Centrum ul. Przemysłowa,Zapraszamy do oglądania mieszkania w doskonałej lokalizacji! Lokal do własnej aranżacji - może być to przestronne studio lub mieszkanie 2 pokojowe! Piękny widok na miasto! Budynek położony jest w dzielnicy Wilda w jej północnej części...,czwarte piętro
310.00,2,51.50,1,Poznań Poznań-Grunwald,... BT - GWARANCJA BEZPIECZNEJ TRANSAKCJI POD OPIEKĄ LICENCJONOWANEGO POŚREDNIKA... ________________________________________________________________________________ NA SPRZEDAŻ 2-POKOJOWE MIESZKANIE w POZNANIU NA ŚWIERCZEWIE ...,pierwsze piętro
198.00,2,44.00,1,Poznań Jeżyce,OKAZJA!!! Polecam na sprzedaż mieszkanie dwupokojowe w wyremontowanej kamienicy na Jeżycach w pobliżu Parku Sołackiego . Lokal znajduje się na pierwszym piętrze. Mieszkanie składa się z salonu z aneksem kuchennym sypialni oraz łazienki.W budynku...,pierwsze piętro
245.00,3,48.00,3,Poznań Grunwald ul. Bułgarska,Nie czekaj skorzystaj z Programu MDM na rynku wtórnym Oferuje na sprzedaż 3 pokojowe mieszkanie usytuowane na 3 piętrze w niskim bloku z cegły przy ul. Bułgarskiej na Grunwaldzie. Składające się trzech pokoi w tym jeden przejściowy osobna..., trzecie
219.00,2,63.60,1,Poznań Wilda ul. Wspólna,Duże 2 pokojowe mieszkanie o pow. 63 6 m2 Wilda ul. Wspólna DOBRA CENA !!! POLECAM !!! Główne atuty nieruchomości: • bliskość komunikacji miejskiej • rozkład pomieszczeń Nieruchomość złożona z: • korytarz 5 m.kw • pokój 19 5 m.kw • kuchnia...,pierwsze piętro
285.00,2,43.00,1,Poznań Stare Miasto ul. Za Goblą,Mieszkanie w rejonie Starego Miasta w nowej plombie ( cegła) nad Wartą. W pobliżu piękne tereny zielone oraz centrum Starego Miasta. Mieszkanie 43 m2 na parterze w patio z komfortową lokalizacją ciche. Mieszkanie dotychczas miało dwa...,pierwsze piętro
206.58,1,33.32,3,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
500.00,3,60.00,3,Poznań Rataje,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy...., trzecie
222.08,2,36.11,7,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,siódme piętro
310.00,3,80.00,5,Poznań Rataje Śródka Chartowo Warszawskie Wilda ul. Orła Białego,Serdecznie polecam ofertę mieszkania na os. Orła Białego w dzielnicy Rataje. Mieszkanie znajduje się na piątym piętrze w wysokim bloku. Łączna powierzchnia nieruchomości to 80 00 m2. W skład mieszkania wchodzą trzy pokoje kuchnia przedpokój ...,piąte piętro
320.00,2,49.80,2,Poznań Wilda ul. Rolna,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskiej Wildzie. Mieszkanie wykończone przez projektanta wnętrz składa się z 2 pokoi kuchni łazienki i przedpokoju o ogólnej pow. 49 80 m2. Wszystkie pomieszczenia zostały starannie..., drugie piętro 
370.00,3,67.55,1,Poznań Krzyżowniki ul. Pucka,SPRZEDAŻ wynajętego pięknie wykończonego mieszkania Polecam na sprzedaż już ostatnie z 4 mieszkań w zabudowie bliźniaczej realizowanych według autorskiego projektu polsko-duńskiej spółki. Budynki są zaprojektowane w nowoczesnej i eleganckiej...,pierwsze piętro
180.00,1,27.70,5,Poznań Centrum ul. Centrum Długa Garbary Pl.Bernardyński,Polecam na sprzedaż bardzo ładne mieszkanie 1 pokojowe mieszkanie w doskonałej lokalizacji- Centrum- ulica Długa bezpośrednio przy Placu Bernardyńskim. Idealne dla studenta lub osoby pracującej w centrum. Mieszkanie o powierzchni 27 7m2 ...,piąte piętro
170.00,1,30.00,4,Poznań Grunwald ul. Morawskiego,Polecam na sprzedaż mieszkanie w atrakcyjnej lokalizacji przy ul. Morawskiego na poznańskim Grunwaldzie. Lokal położony jest na 5 piętrze budynku z windą z 2000 roku. Lokal składa się z dużego pokoju z aneksem kuchennym oraz łazienki z WC. W...,czwarte piętro
1125.28,4,98.00,1,Poznań Grunwald ul. Zbąszyńska,Na sprzedaż piękne i przestronne mieszkanie w nowoczesnej zrewitalizowanej i odnowionej willi miejskiej w pięknej i uroczej dzielnicy Grunwaldu. Willa z własnym ogrodem wykończona w bardzo wysokim standardzie. Kameralne miejsce z zaledwie...,pierwsze piętro
360.00,3,58.00,1,Poznan Grunwald ul. Grunwaldzka,Ul. Bułgarska/Grunwaldzka. Nowsze mieszkanie w nowej niski budynek z cegły. Mieszkanie słoneczne - położone w osi wschód- południe. Dwa samodzielne pokoje kuchnia z aneksem z meblami na wymiar. Na podłogach płytki i panele. mogą pozostać...,pierwsze piętro
164.00,1,31.00,1,Poznań Grunwald ul. Mottego,Polecam na sprzedaż przytulną kawalerkę usytuowaną w oficynie przy ulicy Mottego w Poznaniu. Mieszkanie składa się z otwartej kuchni z aneksem kuchennym wyposażonego salonu oraz łazienki z wc. W mieszkaniu panele w łazience płytki. Mieszkanie...,pierwsze piętro
166.95,1,31.50,2,Poznań Centrum,0% PROWIZJI OD KUPUJĄCEGO !!!!!! Oferujemy na sprzedaż piękną słoneczną kawalerkę w odrestaurowanej kamienicy. Bardzo dużym atutem jest lokalizacja - cicha i spokojna okolica w bardzo bliskiej odległości Park Wilsona Dworzec PKP Targi..., drugie piętro 
177.00,1,35.90,1,Poznań Górczyn ul. Knapowskiego,Mieszkanie dostępne w Programie MDM. Zapraszam do zapoznania się z ofertą sprzedaży jednopokojowego mieszkania w całkowicie odnowionej kamienicy na Górczynie ze świetną komunikacją z Centrum Poznania. Kamienica powstała w latach 30-tych XX w. ...,pierwsze piętro
276.94,2,48.93,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
265.99,2,42.22,4,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,czwarte piętro
338.92,4,56.02,6,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,szóste piętro
790.00,4,130.00,1,Poznań Poznań-Grunwald ul. Grochowska,SAMODZIELNY NIEZALEZNY PARTER DOMU WOLOSTOJACEGO przy ul.Grochowskiej. Budynek z końca lat 30-tych stanowiący dwa mieszkania -kazde obejmujące jedną kondygnację (parter pietro). Do wspólnego uzytkowania :piwnica strych i działka które jest od...,pierwsze piętro
360.00,2,61.00,1,Poznań Łazarz,Polecamy na sprzedaż mieszkanie w dwupiętrowej kamienicy z 2004r.Lokal o powierzchni 61 5 m2. mieści się na pierwszym piętrze i składa się z dwóch dużych pokoi ładnej łazienki i kuchni połączonej z przedpokojem.Ogrzewanie w budynku gazowe z...,pierwsze piętro
225.00,2,39.90,2,Poznań Grunwald ul. Hetmańska,MIESZKANIE PO GENERALNYM REMONCIE W ZREWITALIZOWANEJ KAMIENICY. MOŻLIWA OPCJA ZAKUPU Z SYSTEMIE MDM. Mieszkanie położone w dobrze skomunikowanej dzielnicy leżącej na obrzeżach Centrum Poznaniu tj. na Górczynie. Kamienica w pełni odrestaurowana..., drugie piętro 
299.00,3,59.10,2,Poznań Stare Miasto ul. Os.Bolesława Śmiałego,BARDZO ŁADNE MIESZKANIE W NISKIM BLOKU NA POZNAŃSKIM PIĄTKOWIE !!! Oferujemy na sprzedaż bardzo ładne 3 pokojowe mieszkanie ( pokoje niezależne ) w niskim bloku na poznańskim Piątkowie w Poznaniu !!! Mieszkanie znajduje się na II piętrze w..., drugie piętro 
244.06,2,40.34,2,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja..., drugie piętro 
239.00,2,36.50,3,Poznań Wilda,Mieszkanie GOTOWE DO WPROWADZENIA - 2 pokoje - piękne! Metraż mieszkania to 36 5 m2 ( salon z aneksem kuchennym sypialnia ł azienka i przedpokój ). Do mieszkania przynależy też komórka lokatorska. Lokal jest jasny ustawny i cichy ...., trzecie
600.00,3,69.00,1,Poznań Stare Miasto Chwaliszewo ul. Tylne Chwaliszewo,Na sprzedaż luksusowy apartament z widokiem na Wartę oraz Ostrów Tumski położony na parterze nowego obiektu przy ulicy Tylne Chwaliszewo w ścisłym centrum Poznania. Cena obejmuje miejsce w podziemnej hali garażowej z windą. Stan: idealny nie...,pierwsze piętro
230.06,2,38.28,4,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,czwarte piętro
305.00,2,50.70,2,Poznań Jeżyce Grunwald Łazarz ul. Bukowska,Dwupokojowe wyremonotwne i wyposażone mieszkanie na ulicy Bukowskiej. Nieruchomość złożona z: • pokój dzienny 20 m.kw • pokój 10 5 m.kw • łazienka 5 5 m.kw • kuchnia zamykana z oknem 8 m.kw • korytarz 4 m.kw W skład nieruchomości wchodzą..., drugie piętro 
229.00,2,42.60,10,Poznań Grunwald ul. Palacza,OFERTA ZABLOKOWANA!!!! W centrum Grunwaldu Sympatyczne komfortowe mieszkanie dwupokojowe o powierzchni użytkowej 42 60m2. Położone na X piętrze w X-piętrowym budynku z pięknym widokiem na panoramę Poznania. Układ funkcjonalny mieszkania:...,dziesiąte piętro
